Date,Open,High,Low,Close,Adj Close,Volume
2020/3/10,30.370001,35.02,30.200001,34.360001,34.360001,1064632
2020/3/11,34.619999,36.349998,32.560001,32.98,32.98,874646
2020/3/12,33.07,33.630001,30.02,31.5,31.5,1025036
2020/3/13,30.77,33.869999,30.33,31.73,31.73,743129
2020/3/15,33.75,33.75,29.75,30.389999,30.389999,3617072
2020/3/16,33.75,33.75,28.1,28.700001,28.700001,698829
2020/3/17,28.690001,30.299999,26.629999,26.950001,26.950001,545820
2020/3/18,26.940001,27.219999,20.059999,20.370001,20.370001,309481
2020/3/19,22.299999,27.709999,21.360001,25.219999,25.219999,136722
2020/3/20,24.73,27.889999,19.459999,22.43,22.43,1133808
2020/3/22,22.52,23.07,20.799999,21.35,21.35,3444774
2020/3/23,22.52,24.07,20.799999,23.360001,23.360001,852951
2020/3/24,23.870001,25.16,23.09,24.01,24.01,659697
2020/3/25,24.370001,25.24,22.91,24.49,24.49,618725
2020/3/26,24.25,24.65,22.379999,22.6,22.6,633877
2020/3/27,23.290001,23.440001,20.879999,21.51,21.51,603124
2020/3/29,20.93,20.93,19.92,20.35,20.35,3163583
2020/3/30,20.93,20.93,19.27,20.09,20.09,758711
2020/3/31,20.23,21.889999,20.01,20.48,20.48,660082
2020/4/1,20.1,21.549999,19.9,20.309999,20.309999,703286
2020/4/2,21.219999,27.389999,20.76,25.32,25.32,1095972
2020/4/3,24.809999,29.129999,23.52,28.34,28.34,1007577
2020/4/6,26.09,28.24,25.280001,26.08,26.08,752710
2020/4/7,26.34,27.24,23.540001,23.629999,23.629999,797707
2020/4/8,24.299999,26.450001,23.74,25.09,25.09,823554
2020/4/9,26.280001,28.360001,22.57,22.76,22.76,1122149
2020/4/12,24.6,24.74,22.030001,23.129999,23.129999,4624660
2020/4/13,24.6,24.74,22.030001,22.41,22.41,775120
2020/4/14,22.360001,23.08,19.950001,20.110001,20.110001,785478
2020/4/15,20.719999,20.889999,19.200001,19.870001,19.870001,544797
2020/4/16,20.15,20.530001,19.42,19.870001,19.870001,350942
2020/4/17,20,20.219999,17.309999,18.27,18.27,240628
2020/4/19,17.48,17.58,16.93,16.99,16.99,341851
2020/4/20,17.73,17.85,-40.32,-37.630001,-37.630001,247947
2020/4/21,-14,13.86,-16.74,10.01,10.01,2288230
2020/4/22,13.12,16.18,10.26,13.78,13.78,1235218
2020/4/23,14.2,18.26,13.35,16.5,16.5,833584
2020/4/24,16.780001,17.969999,15.64,16.940001,16.940001,600220
2020/4/26,16.459999,16.790001,16.440001,16.559999,16.559999,906406
2020/4/27,16.84,16.98,11.88,12.78,12.78,623201
2020/4/28,12.96,13.69,10.07,12.34,12.34,897087
2020/4/29,13.35,16.780001,12.67,15.06,15.06,554134
2020/4/30,15.64,19.440001,15.45,18.84,18.84,545344
2020/5/1,19.040001,20.48,18.07,19.780001,19.780001,403201
2020/5/3,19.35,19.530001,18.5,18.629999,18.629999,1028390
2020/5/4,19.110001,21.42,18.049999,20.389999,20.389999,311488
2020/5/5,21.24,25.49,21.129999,24.559999,24.559999,387240
2020/5/6,25.52,26.08,22.58,23.99,23.99,381165
2020/5/7,24.09,26.74,22.940001,23.549999,23.549999,310261
2020/5/8,23.35,24.99,23.26,24.74,24.74,205181
2020/5/10,24.5,24.75,24.129999,24.67,24.67,324949
2020/5/11,24.49,25.58,23.67,24.139999,24.139999,179591
2020/5/12,24.49,26.23,24.219999,25.780001,25.780001,212335
2020/5/13,25.299999,26.450001,24.790001,25.290001,25.290001,150864
2020/5/14,25.559999,27.959999,25.18,27.559999,27.559999,160507
2020/5/15,27.639999,29.92,27.24,29.43,29.43,108016
2020/5/17,29.530001,30.32,29.530001,30.26,30.26,43749
2020/5/18,29.530001,33.32,29.530001,31.82,31.82,89376
2020/5/19,32.830002,33.439999,31.34,32.5,32.5,430823
2020/5/20,31.889999,33.779999,31.559999,33.490002,33.490002,406431
2020/5/21,33.529999,34.66,33.259998,33.919998,33.919998,372814
2020/5/22,33.950001,34,30.719999,33.25,33.25,429036
2020/5/24,33.060001,33.09,32.790001,32.93,32.93,523787
2020/5/26,33.299999,34.810001,32.48,34.349998,34.349998,466737
2020/5/27,34.139999,34.32,31.75,32.810001,32.810001,415246
2020/5/28,32.099998,34.209999,31.139999,33.709999,33.709999,440168
2020/5/29,33.68,35.77,32.360001,35.490002,35.490002,443647
2020/5/31,35.209999,35.439999,35.209999,35.27,35.27,383306
2020/6/1,35.209999,35.900002,34.27,35.439999,35.439999,385710
2020/6/2,35.560001,37.060001,35.279999,36.810001,36.810001,343483
2020/6/3,36.860001,38.18,35.880001,37.290001,37.290001,494253
2020/6/4,36.759998,37.619999,36.380001,37.41,37.41,307612
2020/6/5,37.330002,39.68,37.049999,39.549999,39.549999,396856
2020/6/7,39.41,40.439999,39.279999,40.360001,40.360001,1673562
2020/6/8,39.41,40.439999,37.959999,38.189999,38.189999,416639
2020/6/9,38.220001,39.099998,37.07,38.939999,38.939999,396033
2020/6/10,38.5,39.91,37.73,39.599998,39.599998,385868
2020/6/11,39.09,39.09,35.41,36.34,36.34,513912
2020/6/12,36.259998,36.990002,34.48,36.259998,36.259998,406508
2020/6/14,36.029999,36.119999,35.330002,35.5,35.5,843693
2020/6/15,36.029999,37.259998,34.360001,37.119999,37.119999,387546
2020/6/16,37.049999,39.060001,36.380001,38.380001,38.380001,366323
2020/6/17,37.93,38.75,37.209999,37.959999,37.959999,239516
2020/6/18,37.740002,38.970001,37.110001,38.84,38.84,113384
2020/6/19,38.849998,40.490002,38.400002,39.75,39.75,64113
2020/6/21,39.18,39.77,39.119999,39.77,39.77,252
2020/6/22,39.18,40.700001,39.119999,40.459999,40.459999,315264
2020/6/23,40.68,41.630001,39.759998,40.369999,40.369999,368730
2020/6/24,39.990002,40.540001,37.310001,38.009998,38.009998,499490
2020/6/25,38.049999,39.23,37.080002,38.720001,38.720001,451640
2020/6/26,39.09,39.349998,37.790001,38.490002,38.490002,356712
2020/6/28,37.959999,38.119999,37.68,37.849998,37.849998,631650
2020/6/29,37.959999,39.889999,37.5,39.700001,39.700001,343913
2020/6/30,39.639999,40.080002,38.849998,39.27,39.27,370059
2020/7/1,39.84,40.580002,39.049999,39.82,39.82,407170
2020/7/2,39.779999,40.740002,39.459999,40.650002,40.650002,347096
2020/7/5,40.310001,40.529999,40.200001,40.380001,40.380001,267547
2020/7/6,40.380001,41.080002,39.84,40.630001,40.630001,373236
2020/7/7,40.68,40.950001,39.900002,40.619999,40.619999,256596
2020/7/8,40.48,41.080002,40.299999,40.900002,40.900002,286740
2020/7/9,40.869999,40.990002,39.27,39.619999,39.619999,367386
2020/7/10,39.580002,40.77,38.540001,40.549999,40.549999,393149
2020/7/12,40.349998,40.529999,39.93,40.209999,40.209999,616350
2020/7/13,40.349998,40.720001,39.470001,40.099998,40.099998,370715
2020/7/14,39.599998,40.57,39.07,40.290001,40.290001,426971
2020/7/15,40.549999,41.259998,40.080002,41.200001,41.200001,352542
2020/7/16,40.970001,41.18,40.52,40.75,40.75,200101
2020/7/17,40.720001,40.900002,40.02,40.59,40.59,88220
2020/7/19,40.639999,40.650002,40.459999,40.639999,40.639999,6636
2020/7/20,40.639999,40.91,39.830002,40.810001,40.810001,60179
2020/7/21,40.650002,42.400002,40.639999,41.959999,41.959999,389117
2020/7/22,41.540001,42.029999,41.139999,41.900002,41.900002,333647
2020/7/23,41.950001,42.360001,40.830002,41.07,41.07,389412
2020/7/24,41.060001,41.669998,40.66,41.290001,41.290001,353159
2020/7/26,41.259998,41.380001,40.91,41.110001,41.110001,467510
2020/7/27,41.259998,41.82,40.48,41.599998,41.599998,377714
2020/7/28,41.650002,41.93,40.849998,41.040001,41.040001,276804
2020/7/29,41.130001,41.57,40.93,41.27,41.27,295855
2020/7/30,41.32,41.389999,38.720001,39.919998,39.919998,487325
2020/7/31,40.34,40.549999,39.66,40.27,40.27,318788
2020/8/2,40.389999,40.43,39.98,40.119999,40.119999,314152
2020/8/3,40.389999,41.240002,39.580002,41.009998,41.009998,338326
2020/8/4,40.779999,42.080002,40.139999,41.700001,41.700001,451575
2020/8/5,41.560001,43.52,41.470001,42.189999,42.189999,491268
2020/8/6,42.189999,42.650002,41.610001,41.950001,41.950001,491268
2020/8/7,41.970001,42.220001,41.060001,41.220001,41.220001,398997
2020/8/9,41.5,41.700001,41.169998,41.599998,41.599998,431991
2020/8/10,41.5,42.330002,41.169998,41.939999,41.939999,367796
2020/8/11,41.98,42.939999,41.48,41.610001,41.610001,432843
2020/8/12,41.619999,42.900002,41.529999,42.669998,42.669998,397831
2020/8/13,42.57,42.84,42.09,42.240002,42.240002,329507
2020/8/14,42.330002,42.57,41.619999,42.009998,42.009998,310866
2020/8/16,42.240002,42.419998,42.09,42.27,42.27,338861
2020/8/17,42.240002,42.970001,41.799999,42.889999,42.889999,208429
2020/8/18,42.790001,42.990002,42.110001,42.889999,42.889999,111628
2020/8/19,42.599998,43.029999,42.360001,42.93,42.93,81299
2020/8/20,42.740002,42.790001,41.5,42.580002,42.580002,377070
2020/8/21,42.75,42.959999,41.459999,42.34,42.34,345368
2020/8/23,42.48,42.700001,42.310001,42.470001,42.470001,649796
2020/8/24,42.48,42.889999,42.23,42.619999,42.619999,294731
2020/8/25,42.360001,43.57,42.310001,43.349998,43.349998,330800
2020/8/26,43.389999,43.779999,43,43.389999,43.389999,262243
2020/8/27,43.450001,43.5,42.360001,43.040001,43.040001,320968
2020/8/28,42.98,43.419998,42.689999,42.970001,42.970001,272800
2020/8/30,42.91,43.060001,42.900002,43.049999,43.049999,132611
2020/8/31,42.91,43.57,42.560001,42.610001,42.610001,236877
2020/9/1,42.830002,43.43,42.720001,42.759998,42.759998,285146
2020/9/2,43.02,43.209999,41.23,41.509998,41.509998,421771
2020/9/3,41.630001,41.790001,40.220001,41.369999,41.369999,417634
2020/9/4,41.25,41.869999,39.349998,39.77,39.77,444184
2020/9/8,39.48,39.59,36.130001,36.759998,36.759998,720975
2020/9/9,36.790001,38.450001,36.16,38.049999,38.049999,455356
2020/9/10,37.799999,38.18,36.93,37.299999,37.299999,367555
2020/9/11,37.009998,37.82,36.669998,37.330002,37.330002,363787
2020/9/14,37.32,37.68,36.82,37.259998,37.259998,347563
2020/9/15,37.279999,38.57,37.060001,38.279999,38.279999,348861
2020/9/16,38.349998,40.34,38.349998,40.16,40.16,367612
2020/9/17,40.189999,41.220001,39.419998,40.970001,40.970001,280669
2020/9/18,40.970001,41.490002,40.299999,41.110001,41.110001,85906
2020/9/21,40.98,41.27,38.66,39.310001,39.310001,66195
2020/9/22,39.630001,40.02,39,39.599998,39.599998,287807
2020/9/23,39.759998,40.75,39.259998,39.93,39.93,318754
2020/9/24,39.599998,40.369999,39.119999,40.310001,40.310001,269992
2020/9/25,40.150002,40.639999,39.709999,40.25,40.25,229025
2020/9/28,40.07,40.799999,39.779999,40.599998,40.599998,226425
2020/9/29,40.580002,40.700001,38.41,39.290001,39.290001,379599
